Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Customer_Segment
463,32,310.96000000000004,1,2,1,121,4,Needs Attention
413,17,366.4,1,1,2,112,4,Needs Attention
421,13,340.33,1,1,2,112,4,Needs Attention
8,125,16293.1,4,3,4,434,11,Champions
264,10,138.68,2,1,1,211,4,Needs Attention
428,41,833.53,1,2,2,122,5,Potential Loyalist
17,72,509.58,4,3,2,432,9,Champions
576,55,1011.82,1,3,3,133,7,Loyal Customers
11,63,2919.81,4,3,4,434,11,Champions
395,29,440.36,1,2,2,122,5,Potential Loyalist
58,7,1272.0,3,1,3,313,7,Loyal Customers
39,168,3034.77,3,4,4,344,11,Champions
22,138,5747.02,4,3,4,434,11,Champions
551,248,1680.47,1,4,3,143,8,Loyal Customers
2,24,1662.3,4,2,3,423,9,Champions
4,96,6700.860000000001,4,3,4,434,11,Champions
400,9,223.98,1,1,1,111,3,Needs Attention
148,81,1084.85,2,3,3,233,8,Loyal Customers
138,186,4630.22,2,4,4,244,10,Champions
127,53,4329.5,2,2,4,224,8,Loyal Customers
625,3,-10953.5,1,1,1,111,3,Needs Attention
7,52,1301.44,4,2,3,423,9,Champions
16,60,488.09000000000003,4,3,2,432,9,Champions
3,1612,34639.45,4,4,4,444,12,Champions
160,28,405.38,2,2,2,222,6,Potential Loyalist
63,62,789.87,3,3,2,332,8,Loyal Customers
87,76,2423.15,3,3,4,334,10,Champions
4,50,729.3299999999999,4,2,2,422,8,Loyal Customers
410,274,1548.46,1,4,3,143,8,Loyal Customers
394,11,197.31,1,1,1,111,3,Needs Attention
34,179,4304.89,3,4,4,344,11,Champions
121,9,105.1,2,1,1,211,4,Needs Attention
77,27,409.9,3,2,2,322,7,Loyal Customers
21,282,71299.67,4,4,4,444,12,Champions
538,95,1698.56,1,3,3,133,7,Loyal Customers
23,300,1627.28,4,4,3,443,11,Champions
736,2,181.65,1,1,1,111,3,Needs Attention
1,260,4182.01,4,4,4,444,12,Champions
16,63,1012.9,4,3,3,433,10,Champions
14,217,3097.61,4,4,4,444,12,Champions
25,9,114.14,3,1,1,311,5,Potential Loyalist
63,86,25264.8,3,3,4,334,10,Champions
45,103,876.29,3,3,3,333,9,Champions
723,27,377.49,1,2,2,122,5,Potential Loyalist
130,91,942.65,2,3,3,233,8,Loyal Customers
300,27,489.0,2,2,2,222,6,Potential Loyalist
35,30,604.51,3,2,2,322,7,Loyal Customers
287,51,900.11,2,2,3,223,7,Loyal Customers
436,20,324.45,1,1,1,111,3,Needs Attention
143,120,1711.33,2,3,3,233,8,Loyal Customers
15,127,2306.18,4,3,4,434,11,Champions
30,725,15391.0,3,4,4,344,11,Champions
1,23,1843.0,4,2,3,423,9,Champions
8,201,3164.42,4,4,4,444,12,Champions
5,80,1382.8400000000001,4,3,3,433,10,Champions
9,48,828.8100000000001,4,2,2,422,8,Loyal Customers
638,10,162.45,1,1,1,111,3,Needs Attention
0,183,4734.26,4,4,4,444,12,Champions
305,42,521.89,2,2,2,222,6,Potential Loyalist
3,500,8628.42,4,4,4,444,12,Champions
399,57,539.49,1,3,2,132,6,Potential Loyalist
483,9,133.35,1,1,1,111,3,Needs Attention
413,70,1322.07,1,3,3,133,7,Loyal Customers
378,40,211.99,2,2,1,221,5,Potential Loyalist
6,16,266.39,4,1,1,411,6,Potential Loyalist
7,197,3512.79,4,4,4,444,12,Champions
436,26,132.24,1,2,1,121,4,Needs Attention
88,109,771.91,3,3,2,332,8,Loyal Customers
9,10,160.18,4,1,1,411,6,Potential Loyalist
2,94,3840.77,4,3,4,434,11,Champions
111,5,135.95,2,1,1,211,4,Needs Attention
602,5,122.45,1,1,1,111,3,Needs Attention
6,383,1524.97,4,4,3,443,11,Champions
3,429,15482.74,4,4,4,444,12,Champions
413,85,1115.95,1,3,3,133,7,Loyal Customers
413,6,385.55,1,1,2,112,4,Needs Attention
197,32,408.95,2,2,2,222,6,Potential Loyalist
429,118,1993.99,1,3,3,133,7,Loyal Customers
211,154,3156.38,2,4,4,244,10,Champions
155,59,517.63,2,3,2,232,7,Loyal Customers
384,164,2496.07,1,4,4,144,9,Champions
728,57,479.53999999999996,1,3,2,132,6,Potential Loyalist
155,59,15909.390000000001,2,3,4,234,9,Champions
29,20,372.21999999999997,3,1,2,312,6,Potential Loyalist
239,214,2562.12,2,4,4,244,10,Champions
597,30,490.08000000000004,1,2,2,122,5,Potential Loyalist
18,4,97.5,4,1,1,411,6,Potential Loyalist
0,78,1215.6200000000001,4,3,3,433,10,Champions
402,142,1991.5900000000001,1,3,3,133,7,Loyal Customers
73,68,1298.51,3,3,3,333,9,Champions
291,92,535.32,2,3,2,232,7,Loyal Customers
2,105,12846.8,4,3,4,434,11,Champions
30,27,955.5,3,2,3,323,8,Loyal Customers
22,45,764.82,4,2,2,422,8,Loyal Customers
724,6,93.35000000000001,1,1,1,111,3,Needs Attention
22,82,1191.26,4,3,3,433,10,Champions
3,73,902.22,4,3,3,433,10,Champions
77,5,200.72,3,1,1,311,5,Potential Loyalist
375,22,355.5,2,2,2,222,6,Potential Loyalist
21,121,2065.11,4,3,3,433,10,Champions
492,61,897.38,1,3,3,133,7,Loyal Customers
195,28,455.88,2,2,2,222,6,Potential Loyalist
106,65,965.0,2,3,3,233,8,Loyal Customers
3,1031,24136.05,4,4,4,444,12,Champions
317,23,414.13,2,2,2,222,6,Potential Loyalist
105,6,149.05,2,1,1,211,4,Needs Attention
11,857,11143.99,4,4,4,444,12,Champions
173,60,935.03,2,3,3,233,8,Loyal Customers
55,4,81.57,3,1,1,311,5,Potential Loyalist
579,11,175.25,1,1,1,111,3,Needs Attention
322,39,543.28,2,2,2,222,6,Potential Loyalist
672,4,234.0,1,1,1,111,3,Needs Attention
373,12,330.12,2,1,2,212,5,Potential Loyalist
371,6,101.10000000000001,2,1,1,211,4,Needs Attention
8,175,2591.1800000000003,4,4,4,444,12,Champions
0,557,12601.82,4,4,4,444,12,Champions
2,242,5220.83,4,4,4,444,12,Champions
52,359,6465.72,3,4,4,344,11,Champions
72,47,789.89,3,2,2,322,7,Loyal Customers
6,1,204.0,4,1,1,411,6,Potential Loyalist
15,606,9742.81,4,4,4,444,12,Champions
378,57,1212.95,2,3,3,233,8,Loyal Customers
547,42,606.96,1,2,2,122,5,Potential Loyalist
3,266,4786.38,4,4,4,444,12,Champions
429,5,65.3,1,1,1,111,3,Needs Attention
63,76,1449.03,3,3,3,333,9,Champions
463,34,535.42,1,2,2,122,5,Potential Loyalist
731,13,323.39,1,1,1,111,3,Needs Attention
0,86,1690.12,4,3,3,433,10,Champions
113,90,17148.0,2,3,4,234,9,Champions
22,47,659.68,4,2,2,422,8,Loyal Customers
30,17,1927.3,3,1,3,313,7,Loyal Customers
10,159,1227.22,4,4,3,443,11,Champions
406,435,3419.27,1,4,4,144,9,Champions
38,219,2817.59,3,4,4,344,11,Champions
356,13,220.55,2,1,1,211,4,Needs Attention
54,55,922.68,3,3,3,333,9,Champions
57,45,1328.95,3,2,3,323,8,Loyal Customers
684,6,307.1,1,1,1,111,3,Needs Attention
137,241,3842.55,2,4,4,244,10,Champions
79,28,908.46,3,2,3,323,8,Loyal Customers
583,55,1010.73,1,3,3,133,7,Loyal Customers
8,43,676.99,4,2,2,422,8,Loyal Customers
450,35,799.13,1,2,2,122,5,Potential Loyalist
583,200,1522.79,1,4,3,143,8,Loyal Customers
253,14,471.57,2,1,2,212,5,Potential Loyalist
290,421,4824.2,2,4,4,244,10,Champions
98,45,808.92,2,2,2,222,6,Potential Loyalist
30,56,949.25,3,3,3,333,9,Champions
31,442,8466.72,3,4,4,344,11,Champions
13,273,4035.16,4,4,4,444,12,Champions
63,28,1384.14,3,2,3,323,8,Loyal Customers
8,1047,11822.44,4,4,4,444,12,Champions
578,4,155.8,1,1,1,111,3,Needs Attention
211,253,3168.53,2,4,4,244,10,Champions
621,17,127.65,1,1,1,111,3,Needs Attention
681,1,-14.0,1,1,1,111,3,Needs Attention
63,158,2292.5099999999998,3,4,4,344,11,Champions
550,19,209.48,1,1,1,111,3,Needs Attention
529,43,540.74,1,2,2,122,5,Potential Loyalist
24,8,271.40000000000003,4,1,1,411,6,Potential Loyalist
249,205,2272.62,2,4,4,244,10,Champions
253,15,307.53,2,1,1,211,4,Needs Attention
71,10,248.61,3,1,1,311,5,Potential Loyalist
190,11,346.98,2,1,2,212,5,Potential Loyalist
480,12,188.4,1,1,1,111,3,Needs Attention
12,94,1680.74,4,3,3,433,10,Champions
372,77,1255.96,2,3,3,233,8,Loyal Customers
23,49,430.9,4,2,2,422,8,Loyal Customers
81,32,508.51,3,2,2,322,7,Loyal Customers
9,2,344.0,4,1,2,412,7,Loyal Customers
0,1163,8747.47,4,4,4,444,12,Champions
191,35,743.9,2,2,2,222,6,Potential Loyalist
611,12,129.22,1,1,1,111,3,Needs Attention
266,7,177.15,2,1,1,211,4,Needs Attention
410,27,418.08,1,2,2,122,5,Potential Loyalist
510,30,1362.8400000000001,1,2,3,123,6,Potential Loyalist
129,22,919.61,2,2,3,223,7,Loyal Customers
457,9,135.4,1,1,1,111,3,Needs Attention
0,354,3040.17,4,4,4,444,12,Champions
0,855,28883.83,4,4,4,444,12,Champions
3,17,419.18,4,1,2,412,7,Loyal Customers
178,20,260.83,2,1,1,211,4,Needs Attention
0,2430,58328.15,4,4,4,444,12,Champions
125,134,7268.92,2,3,4,234,9,Champions
3,22,395.43,4,2,2,422,8,Loyal Customers
487,4,116.44999999999999,1,1,1,111,3,Needs Attention
157,92,1459.46,2,3,3,233,8,Loyal Customers
382,47,439.33000000000004,1,2,2,122,5,Potential Loyalist
725,15,313.64,1,1,1,111,3,Needs Attention
416,20,236.11,1,1,1,111,3,Needs Attention
2,3438,113214.19,4,4,4,444,12,Champions
8,291,13771.28,4,4,4,444,12,Champions
20,122,-130.21999999999997,4,3,1,431,8,Loyal Customers
70,115,2007.33,3,3,3,333,9,Champions
266,1111,54073.729999999996,2,4,4,244,10,Champions
20,38,2214.6600000000003,4,2,4,424,10,Champions
70,6,74.39999999999999,3,1,1,311,5,Potential Loyalist
393,1,419.70000000000005,1,1,2,112,4,Needs Attention
32,1042,12861.73,3,4,4,344,11,Champions
0,605,28658.88,4,4,4,444,12,Champions
98,1,207.35999999999999,2,1,1,211,4,Needs Attention
624,1,-1598.67,1,1,1,111,3,Needs Attention
233,51,695.4,2,2,2,222,6,Potential Loyalist
0,502,11440.12,4,4,4,444,12,Champions
39,33,709.64,3,2,2,322,7,Loyal Customers
2,30,1709.1,4,2,3,423,9,Champions
435,1,72.0,1,1,1,111,3,Needs Attention
128,17,586.46,2,1,2,212,5,Potential Loyalist
43,189,5109.62,3,4,4,344,11,Champions
372,45,1098.52,2,2,3,223,7,Loyal Customers
2,74,1107.58,4,3,3,433,10,Champions
30,254,2896.17,3,4,4,344,11,Champions
718,12,321.88000000000005,1,1,1,111,3,Needs Attention
540,5,-5.44,1,1,1,111,3,Needs Attention
0,498,16600.25,4,4,4,444,12,Champions
730,16,234.38,1,1,1,111,3,Needs Attention
8,331,5374.45,4,4,4,444,12,Champions
116,31,485.19,2,2,2,222,6,Potential Loyalist
21,189,2642.11,4,4,4,444,12,Champions
19,152,2334.1,4,4,4,444,12,Champions
668,11,134.9,1,1,1,111,3,Needs Attention
238,1,30.599999999999998,2,1,1,211,4,Needs Attention
268,53,254.73,2,2,1,221,5,Potential Loyalist
93,55,922.39,3,3,3,333,9,Champions
472,45,506.75,1,2,2,122,5,Potential Loyalist
89,298,4782.45,3,4,4,344,11,Champions
523,21,158.57,1,1,1,111,3,Needs Attention
4,260,3902.47,4,4,4,444,12,Champions
77,15,259.17,3,1,1,311,5,Potential Loyalist
630,1,263.5,1,1,1,111,3,Needs Attention
451,11,233.25,1,1,1,111,3,Needs Attention
93,2,64.0,3,1,1,311,5,Potential Loyalist
22,151,3279.77,4,4,4,444,12,Champions
261,3,77.3,2,1,1,211,4,Needs Attention
273,12,200.45000000000002,2,1,1,211,4,Needs Attention
72,128,2422.28,3,3,4,334,10,Champions
196,18,3371.45,2,1,4,214,7,Loyal Customers
49,345,6077.8,3,4,4,344,11,Champions
10,1442,7667.37,4,4,4,444,12,Champions
21,100,1454.49,4,3,3,433,10,Champions
15,269,8193.83,4,4,4,444,12,Champions
107,122,1215.68,2,3,3,233,8,Loyal Customers
84,431,7536.63,3,4,4,344,11,Champions
18,23,307.09,4,2,1,421,7,Loyal Customers
581,24,399.2,1,2,2,122,5,Potential Loyalist
332,6,135.35,2,1,1,211,4,Needs Attention
39,11,1419.77,3,1,3,313,7,Loyal Customers
25,17,228.91,3,1,1,311,5,Potential Loyalist
9,4,712.8000000000001,4,1,2,412,7,Loyal Customers
28,841,8123.6,3,4,4,344,11,Champions
13,86,1676.06,4,3,3,433,10,Champions
470,9,435.02,1,1,2,112,4,Needs Attention
202,182,2511.69,2,4,4,244,10,Champions
416,138,2114.98,1,3,3,133,7,Loyal Customers
5,15,486.22,4,1,2,412,7,Loyal Customers
143,97,997.4300000000001,2,3,3,233,8,Loyal Customers
32,164,1750.18,3,4,3,343,10,Champions
384,104,1586.54,1,3,3,133,7,Loyal Customers
48,253,5667.71,3,4,4,344,11,Champions
94,100,1508.18,3,3,3,333,9,Champions
8,122,1379.75,4,3,3,433,10,Champions
21,4,91.8,4,1,1,411,6,Potential Loyalist
312,34,478.88,2,2,2,222,6,Potential Loyalist
121,243,9116.94,2,4,4,244,10,Champions
609,4,0.0,1,1,1,111,3,Needs Attention
568,12,297.46000000000004,1,1,1,111,3,Needs Attention
45,49,1451.16,3,2,3,323,8,Loyal Customers
281,70,881.68,2,3,3,233,8,Loyal Customers
18,81,1125.15,4,3,3,433,10,Champions
35,182,1866.26,3,4,3,343,10,Champions
63,18,840.08,3,1,2,312,6,Potential Loyalist
26,32,116.00999999999999,3,2,1,321,6,Potential Loyalist
7,48,426.81,4,2,2,422,8,Loyal Customers
399,1,69.6,1,1,1,111,3,Needs Attention
3,252,2620.5,4,4,4,444,12,Champions
15,1132,9494.84,4,4,4,444,12,Champions
553,51,793.1,1,2,2,122,5,Potential Loyalist
45,72,492.84,3,3,2,332,8,Loyal Customers
64,30,512.2,3,2,2,322,7,Loyal Customers
25,696,13997.89,3,4,4,344,11,Champions
618,34,572.3100000000001,1,2,2,122,5,Potential Loyalist
606,4,86.10000000000001,1,1,1,111,3,Needs Attention
380,19,359.69,2,1,2,212,5,Potential Loyalist
44,11,121.18,3,1,1,311,5,Potential Loyalist
7,161,7010.88,4,4,4,444,12,Champions
14,183,1648.79,4,4,3,443,11,Champions
267,1,71.4,2,1,1,211,4,Needs Attention
39,84,1539.69,3,3,3,333,9,Champions
336,65,348.31,2,3,2,232,7,Loyal Customers
10,2,114.60000000000001,4,1,1,411,6,Potential Loyalist
18,29,260.68,4,2,1,421,7,Loyal Customers
543,18,518.76,1,1,2,112,4,Needs Attention
657,59,164.69,1,3,1,131,5,Potential Loyalist
94,165,2544.53,3,4,4,344,11,Champions
60,29,117.88,3,2,1,321,6,Potential Loyalist
135,10,472.78,2,1,2,212,5,Potential Loyalist
413,52,172.38,1,2,1,121,4,Needs Attention
10,190,3059.64,4,4,4,444,12,Champions
609,19,373.01000000000005,1,1,2,112,4,Needs Attention
9,322,4912.28,4,4,4,444,12,Champions
3,209,16404.98,4,4,4,444,12,Champions
18,46,870.09,4,2,3,423,9,Champions
501,88,1240.6100000000001,1,3,3,133,7,Loyal Customers
378,70,1571.35,2,3,3,233,8,Loyal Customers
9,170,2630.55,4,4,4,444,12,Champions
730,57,966.6600000000001,1,3,3,133,7,Loyal Customers
442,1,2803.2,1,1,4,114,6,Potential Loyalist
399,584,8280.13,1,4,4,144,9,Champions
14,13,535.86,4,1,2,412,7,Loyal Customers
58,255,1970.5,3,4,3,343,10,Champions
29,374,8438.06,3,4,4,344,11,Champions
93,22,353.48,3,2,2,322,7,Loyal Customers
9,209,2706.87,4,4,4,444,12,Champions
8,143,780.58,4,3,2,432,9,Champions
56,209,3834.62,3,4,4,344,11,Champions
417,229,3264.23,1,4,4,144,9,Champions
401,1,81.6,1,1,1,111,3,Needs Attention
267,5,333.74,2,1,2,212,5,Potential Loyalist
121,8,266.12,2,1,1,211,4,Needs Attention
126,5,62.63999999999999,2,1,1,211,4,Needs Attention
617,11,76.23,1,1,1,111,3,Needs Attention
77,53,1336.0900000000001,3,2,3,323,8,Loyal Customers
239,66,847.41,2,3,3,233,8,Loyal Customers
576,1,88.5,1,1,1,111,3,Needs Attention
199,13,969.1200000000001,2,1,3,213,6,Potential Loyalist
59,109,2150.85,3,3,3,333,9,Champions
2,127,15879.27,4,3,4,434,11,Champions
272,28,312.46,2,2,1,221,5,Potential Loyalist
201,9,257.7,2,1,1,211,4,Needs Attention
80,2,358.0,3,1,2,312,6,Potential Loyalist
225,10,160.95,2,1,1,211,4,Needs Attention
3,1340,6317.22,4,4,4,444,12,Champions
545,1,-355.2,1,1,1,111,3,Needs Attention
12,207,1357.6,4,4,3,443,11,Champions
73,76,1176.46,3,3,3,333,9,Champions
672,63,356.95,1,3,2,132,6,Potential Loyalist
211,59,101.17000000000007,2,3,1,231,6,Potential Loyalist
24,39,727.27,4,2,2,422,8,Loyal Customers
387,24,643.0,1,2,2,122,5,Potential Loyalist
10,48,986.73,4,2,3,423,9,Champions
261,95,1579.84,2,3,3,233,8,Loyal Customers
95,232,1661.17,3,4,3,343,10,Champions
411,42,115.58,1,2,1,121,4,Needs Attention
111,35,699.4,2,2,2,222,6,Potential Loyalist
202,220,1278.04,2,4,3,243,9,Champions
92,27,121.74000000000001,3,2,1,321,6,Potential Loyalist
50,45,989.22,3,2,3,323,8,Loyal Customers
17,385,3277.68,4,4,4,444,12,Champions
17,25,501.12,4,2,2,422,8,Loyal Customers
124,26,465.68,2,2,2,222,6,Potential Loyalist
91,35,1608.93,3,2,3,323,8,Loyal Customers
452,21,248.54000000000002,1,1,1,111,3,Needs Attention
401,25,252.68,1,2,1,121,4,Needs Attention
393,22,341.3,1,2,2,122,5,Potential Loyalist
156,75,2951.11,2,3,4,234,9,Champions
375,4,51.410000000000004,2,1,1,211,4,Needs Attention
3,33,895.61,4,2,3,423,9,Champions
13,1,0.0,4,1,1,411,6,Potential Loyalist
427,9,117.95,1,1,1,111,3,Needs Attention
11,46,1035.18,4,2,3,423,9,Champions
61,324,1433.38,3,4,3,343,10,Champions
60,8,557.62,3,1,2,312,6,Potential Loyalist
268,9,944.1,2,1,3,213,6,Potential Loyalist
262,50,573.45,2,2,2,222,6,Potential Loyalist
0,1920,8704.69,4,4,4,444,12,Champions
442,38,722.5600000000001,1,2,2,122,5,Potential Loyalist
52,91,2107.66,3,3,3,333,9,Champions
10,327,5965.3,4,4,4,444,12,Champions
2,453,9512.210000000001,4,4,4,444,12,Champions
17,447,3167.64,4,4,4,444,12,Champions
0,503,8861.39,4,4,4,444,12,Champions
365,2,1180.0,2,1,3,213,6,Potential Loyalist
36,101,178.26,3,3,1,331,7,Loyal Customers
30,15,276.56,3,1,1,311,5,Potential Loyalist
112,16,138.98,2,1,1,211,4,Needs Attention
408,19,360.85,1,1,2,112,4,Needs Attention
383,50,241.66,1,2,1,121,4,Needs Attention
63,251,1918.56,3,4,3,343,10,Champions
15,23,523.3,4,2,2,422,8,Loyal Customers
40,109,1428.2,3,3,3,333,9,Champions
63,11,126.30000000000001,3,1,1,311,5,Potential Loyalist
121,211,2297.13,2,4,4,244,10,Champions
436,26,306.45,1,2,1,121,4,Needs Attention
17,54,1228.89,4,3,3,433,10,Champions
59,20,373.36,3,1,2,312,6,Potential Loyalist
322,14,196.15,2,1,1,211,4,Needs Attention
22,231,3364.59,4,4,4,444,12,Champions
599,49,734.91,1,2,2,122,5,Potential Loyalist
582,74,519.67,1,3,2,132,6,Potential Loyalist
442,12,892.16,1,1,3,113,5,Potential Loyalist
723,16,307.95,1,1,1,111,3,Needs Attention
430,3,-208.63,1,1,1,111,3,Needs Attention
155,328,3320.84,2,4,4,244,10,Champions
38,60,987.79,3,3,3,333,9,Champions
391,73,1180.34,1,3,3,133,7,Loyal Customers
189,102,1689.53,2,3,3,233,8,Loyal Customers
359,76,1058.02,2,3,3,233,8,Loyal Customers
136,53,792.51,2,2,2,222,6,Potential Loyalist
7,124,4352.67,4,3,4,434,11,Champions
0,2,360.0,4,1,2,412,7,Loyal Customers
267,66,1173.3,2,3,3,233,8,Loyal Customers
164,58,1267.21,2,3,3,233,8,Loyal Customers
103,81,618.09,2,3,2,232,7,Loyal Customers
154,3,159.2,2,1,1,211,4,Needs Attention
399,4,61.72,1,1,1,111,3,Needs Attention
350,87,1120.79,2,3,3,233,8,Loyal Customers
3,206,3754.71,4,4,4,444,12,Champions
429,4,53.65,1,1,1,111,3,Needs Attention
119,15,273.34,2,1,1,211,4,Needs Attention
22,74,1652.47,4,3,3,433,10,Champions
6,130,1706.3700000000001,4,3,3,433,10,Champions
8,100,1492.8,4,3,3,433,10,Champions
3,26,598.57,4,2,2,422,8,Loyal Customers
450,5,124.75,1,1,1,111,3,Needs Attention
21,191,3423.27,4,4,4,444,12,Champions
1,75,578.66,4,3,2,432,9,Champions
688,22,310.26,1,2,1,121,4,Needs Attention
36,177,12906.93,3,4,4,344,11,Champions
63,381,6068.531,3,4,4,344,11,Champions
0,20,640.76,4,1,2,412,7,Loyal Customers
4,998,21706.09,4,4,4,444,12,Champions
69,155,2160.95,3,4,3,343,10,Champions
71,11,567.36,3,1,2,312,6,Potential Loyalist
16,25,199.48000000000002,4,2,1,421,7,Loyal Customers
2,21,787.85,4,1,2,412,7,Loyal Customers
31,139,10421.369999999999,3,3,4,334,10,Champions
81,12,675.3,3,1,2,312,6,Potential Loyalist
431,13,281.76,1,1,1,111,3,Needs Attention
38,346,9741.03,3,4,4,344,11,Champions
315,17,1308.48,2,1,3,213,6,Potential Loyalist
31,132,4977.0199999999995,3,3,4,334,10,Champions
92,118,2806.18,3,3,4,334,10,Champions
401,12,262.4,1,1,1,111,3,Needs Attention
13,21,350.9,4,1,2,412,7,Loyal Customers
410,55,1015.74,1,3,3,133,7,Loyal Customers
81,481,6257.0,3,4,4,344,11,Champions
539,1,-955.06,1,1,1,111,3,Needs Attention
76,51,795.12,3,2,2,322,7,Loyal Customers
518,90,1548.55,1,3,3,133,7,Loyal Customers
153,146,2223.62,2,4,4,244,10,Champions
200,54,860.12,2,3,3,233,8,Loyal Customers
44,215,22100.56,3,4,4,344,11,Champions
260,42,775.85,2,2,2,222,6,Potential Loyalist
581,2,-14.100000000000001,1,1,1,111,3,Needs Attention
172,22,303.93,2,2,1,221,5,Potential Loyalist
67,119,2543.72,3,3,4,334,10,Champions
276,22,377.6,2,2,2,222,6,Potential Loyalist
462,6,299.4,1,1,1,111,3,Needs Attention
69,8,341.36,3,1,2,312,6,Potential Loyalist
63,14,233.76,3,1,1,311,5,Potential Loyalist
10,16,247.32,4,1,1,411,6,Potential Loyalist
15,43,910.72,4,2,3,423,9,Champions
65,16,373.94,3,1,2,312,6,Potential Loyalist
7,27,389.28,4,2,2,422,8,Loyal Customers
388,3,-28.849999999999998,1,1,1,111,3,Needs Attention
70,51,743.53,3,2,2,322,7,Loyal Customers
121,32,674.7,2,2,2,222,6,Potential Loyalist
79,42,768.24,3,2,2,322,7,Loyal Customers
256,399,3838.36,2,4,4,244,10,Champions
268,29,439.03,2,2,2,222,6,Potential Loyalist
58,61,1001.96,3,3,3,333,9,Champions
427,73,1464.1,1,3,3,133,7,Loyal Customers
471,34,1450.5,1,2,3,123,6,Potential Loyalist
2,304,5357.57,4,4,4,444,12,Champions
17,102,1723.86,4,3,3,433,10,Champions
66,20,0.0,3,1,1,311,5,Potential Loyalist
8,134,2164.32,4,3,3,433,10,Champions
49,1,56.160000000000004,3,1,1,311,5,Potential Loyalist
431,20,510.20000000000005,1,1,2,112,4,Needs Attention
256,53,1086.1,2,2,3,223,7,Loyal Customers
353,33,572.03,2,2,2,222,6,Potential Loyalist
365,88,1442.64,2,3,3,233,8,Loyal Customers
498,95,2271.46,1,3,4,134,8,Loyal Customers
89,23,378.64,3,2,2,322,7,Loyal Customers
60,358,7587.1900000000005,3,4,4,344,11,Champions
414,17,422.8,1,1,2,112,4,Needs Attention
80,72,1786.48,3,3,3,333,9,Champions
98,53,1019.76,2,2,3,223,7,Loyal Customers
396,81,1495.43,1,3,3,133,7,Loyal Customers
422,1,-756.4,1,1,1,111,3,Needs Attention
25,97,572.56,3,3,2,332,8,Loyal Customers
432,3,62.4,1,1,1,111,3,Needs Attention
20,361,8185.02,4,4,4,444,12,Champions
280,86,1387.58,2,3,3,233,8,Loyal Customers
543,1,305.28000000000003,1,1,1,111,3,Needs Attention
30,271,6635.09,3,4,4,344,11,Champions
329,35,534.57,2,2,2,222,6,Potential Loyalist
413,31,835.46,1,2,2,122,5,Potential Loyalist
416,73,189.44,1,3,1,131,5,Potential Loyalist
120,70,1135.7,2,3,3,233,8,Loyal Customers
10,51,797.96,4,2,2,422,8,Loyal Customers
74,13,544.08,3,1,2,312,6,Potential Loyalist
203,1,59.8,2,1,1,211,4,Needs Attention
676,8,91.14,1,1,1,111,3,Needs Attention
583,73,1105.85,1,3,3,133,7,Loyal Customers
1,423,6323.88,4,4,4,444,12,Champions
184,81,1180.23,2,3,3,233,8,Loyal Customers
21,47,1325.29,4,2,3,423,9,Champions
72,93,3094.11,3,3,4,334,10,Champions
191,39,670.34,2,2,2,222,6,Potential Loyalist
463,15,275.4,1,1,1,111,3,Needs Attention
573,24,300.93,1,2,1,121,4,Needs Attention
623,1,-1834.14,1,1,1,111,3,Needs Attention
126,96,1535.13,2,3,3,233,8,Loyal Customers
17,9,229.5,4,1,1,411,6,Potential Loyalist
0,11,252.49,4,1,1,411,6,Potential Loyalist
73,46,1196.561,3,2,3,323,8,Loyal Customers
426,10,557.22,1,1,2,112,4,Needs Attention
578,92,2111.89,1,3,3,133,7,Loyal Customers
1,874,50852.852,4,4,4,444,12,Champions
623,1,-525.65,1,1,1,111,3,Needs Attention
8,53,2172.51,4,2,3,423,9,Champions
106,18,213.55,2,1,1,211,4,Needs Attention
619,34,487.34999999999997,1,2,2,122,5,Potential Loyalist
639,45,345.8,1,2,2,122,5,Potential Loyalist
133,57,2482.24,2,3,4,234,9,Champions
472,116,681.92,1,3,2,132,6,Potential Loyalist
43,26,940.8000000000001,3,2,3,323,8,Loyal Customers
4,82,1593.89,4,3,3,433,10,Champions
11,575,11916.16,4,4,4,444,12,Champions
63,16,221.06,3,1,1,311,5,Potential Loyalist
134,10,140.35,2,1,1,211,4,Needs Attention
39,275,4088.82,3,4,4,344,11,Champions
50,128,2601.55,3,3,4,334,10,Champions
428,12,217.03,1,1,1,111,3,Needs Attention
443,41,557.92,1,2,2,122,5,Potential Loyalist
107,181,3375.9300000000003,2,4,4,244,10,Champions
0,345,8076.76,4,4,4,444,12,Champions
18,52,1006.53,4,2,3,423,9,Champions
9,144,499.98,4,3,2,432,9,Champions
